Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist ( Minimum 1+yr of Exp ),-1,"* Selecting features, building and optimizing classifiers using machine learning techniques
* Data mining using state-of-the-art methods
* Extending company’s data with third party sources of information when needed
* Processing, cleansing, and verifying the integrity of data used for analysis
* Develop custom data models and algorithms to apply to data sets.
* Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Skills Required : Machine Learning, Python, NLP, Deep Learning, Data Scraping AI, Cloud Computing [Azure,AWS,Google Cloud], Neural Networks, Knowledge of SQL, NoSQL and Big Data is a plus point.
Job Type: Full-time
Salary: ₹400,000.00 - ₹500,000.00 per year
Schedule:
Day shift
Experience:
Data Science: 1 year (Required)
Work: 1 year (Required)
Education:
Bachelor's (Required)",4.5,"Globussoft
4.5",India,-1,201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
Data Scientist & AI Expert,-1,"Job Description
Role: Senior Software Engineer (Data Scientist and AI Expert)

The world never stands still. And new challenges arise every day. With a passion for questioning things, for supplying ideas, and intelligently driving things forward we are helping society move towards a more intelligent future. Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots. This is how we are able, to tackle the most important projects and push them forward together. Help us shape the future.

With our innovative and integrated technology, we support our customers in continuously improving the reliability, safety, and efficiency of products, processes and plants.

Can you help us shape the future? We’re looking for dedicated people with the skills and vision to build a better tomorrow. Join our Digital Process Industries team as a System Engineer and help us create the technology that will transform entire industries, cities and even countries.

Before our software developers write even a single line of code, they have to understand what drives our customers. What is the environment? What is the user story based on? Implementation means –trying, testing, and improving outcomes until a final solution emerges. Knowledge means exchange –discussions with colleagues from all over the world. Join our team and enjoy the freedom to think in completely new categories.

What part will you play!
You will be responsible for Design of software solutions based on requirements and within the constraints of architectural /design guidelines.
Involved in coding of features and/or bug-fixing and delivering solutions adhering to coding/scripting and quality guidelines, for self-owned components
Responsible for Ensuring integration and submission of solution into software configuration management system, within committed delivery timelines.
Performing regular technical coordination / review with stake holders and ensuring timely reporting and escalations if any.
Use your skills to move the world forward!
We need a B.E. / B. Tech / MCA/ M. Tech (Computer Science/Electronics & Communication/Electrical) graduate with 8 to 11 years of experience in design and development
Strong demonstrated knowledge of data science & AI technologies and associated frameworks.
Good hands on working experience in Machine Learning, Deep learning, Exploratory Analysis, Predictive modeling, Prescriptive modeling, Computer Vision.
Understanding of different Cloud Systems, knowledge of AWS Cloud and AWS services is must to have.
Experience in data visualization tools like Tableau, Power BI, statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Exposure working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks, SQL & No SQL databases.
Statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Sound understanding in AWS Services including Redshift, S3, EMR & AWS data lake
Coding knowledge and experience with languages: Java & angular framework
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etc.
Proven experience as a Data Scientist or Data Analyst Experience, Understanding of machine-learning and operations research,
You should have ability to work as an individual contributor.
Processes Customer focus and collaboration skills
Good analytical, debugging and tracing skills. Should be well-versed with clean code principles (SOLID, DRY, KISS).
Exposure to secure coding is beneficial.
Make your mark in our exciting world at Siemens.

This role is based in Gurgaon. You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.

We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.

Find out more about Siemens careers at: www.siemens.com/careers
Organization: ADVANTA
Company: Siemens Technology and Services Private Limited
Experience Level: Experienced Professional
Job Type: Full-time",4.1,"Siemens Technology and Services Private Limited
4.1",Gurgaon,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
Machine Learning - Data Analytics Scientist 3,-1,"Machine Learning - Data Analytics Scientist 3-2000128Y

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

We are looking for a high energy and experienced software development architect in our Data Analytics Team to take to take governance product offering to the next level and to the cloud. Governance as a word does not sound all that interesting, but be assured, the concepts behind it are some of the largest unsolved problems in the industry. With challenges around privacy regulation and insider threat increasing weekly, the importance of automation and other advanced techniques in this area become incredibly obvious. Have you ever thought about how analytics could be used to detect and prevent identity theft, fraudulent user actions, security breaches etc. in the Identity and Access space? If this sounds like fun, you are probably the person we want to talk to!
The successful candidate:
4 + years’ experience, with 2+ years in Data Analytics, ML and related areas. Prior experience in Identity and Access Management is a plus.
Wear multiple hats. We enjoy the prototyping and tinkering stages, as well as the rigor of making solutions production-ready.
You will work hand-in-hand with Machine Learning and NLP research scientists to come up with novel solutions to build the next generation governance product.
Passionate about technology and seeing how it can shape the physical world around us.
Take ownership and doing whatever it takes to get the job done
Learn from others and help grow those in your team to achieve their best
Personal characteristics:
Expects and Delivers Results: Consistently drives high standards for the individual, the team and the organization. Will not accept failure as an option.
Is a Data Driven: Does not rely on assumptions or anecdotes; prefers to let the data tell the story and inform the decision.
Customer Focused: Continuously drives to understand the needs of the customer and aligns decisions to address those needs.
Basic Qualifications
Proficiency in machine learning and data mining techniques – Feature engineering, regression, classification, clustering, time series analysis etc.
Work on Decision support areas such as Anomaly Detection, Fraud Detection, Recommendation Systems, Personalizer, Content Moderation and Forecasting Analytics.
Good knowledge and work experience in mathematical and Statistical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting.
Development experience with Programming languages including Java, R, Python and platforms like TensorFlow
2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Possess a sound understanding of the basic areas of Computer Science and Engineering such as Algorithms, Data Structures, Computer Architecture
Leverage Cloud technology – Oracle Cloud (OCI), AWS, GCP, Azure, Heroku or similar technology.
Preferred Qualifications
Participate in the entire software lifecycle – development, testing, CI and production operations
Good grasp of cloud development concepts like micro-services, cloud hosts, distributed storage
Experience with version control/Code-Review tools like GitHub etc.
Experience with Docker, Kubernetes etc
Proven track record of building and implementing machine learning solutions
Nice to Have Knowledge on Transfer Learning, BERT, RoBERTa etc.
Education
A Computer Science degree is preferred. An advanced degree is a plus.
Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.

Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.
Job: Product Development
Location: IN-IN,India-Bengaluru
Other Locations: IN-IN,India-Noida
Job Type: Regular Employee Hire
Organization: Oracle",3.7,"Oracle
3.7",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Data Scientist,-1,"About You
As a Data Scientist you will join our data science community of practices and your input on how to improve processes and maintain a high quality will be very welcomed. Career progression is as important to us as it is for you! With our expanding teams and business we will encourage you to outgrow your initial responsibilities, if you so desire. This role offers an exceptional opportunity to make a real difference in a rapidly expanding company!
Some of the things you'll be doing:
Conducting independent validation of new and existing data models.
Working in the Risk and Compliance team as the second line of defense.
Testing and checking the complex data models built by the awesome data team. This could include models such as the risk engine, transaction monitoring or the credit decisioning engine.
Providing crucial assurance that the models built are fit for purpose, delivering business value, and are accurate.
Collaborating closely with the data team and engineering teams to rectify any issues identified.
You'll be a great fit if you have:
You have attention to detail - you spot issues or inconsistencies, and question everything.
You can collaborate and are happy working with a variety of teams.
You able to challenge where required - but in the right way, soft skills are important here!
You have excellent communication skills including the ability to explain statistical concepts and technical issues to business users
You have excellent understanding of risk management, specifically for financial crime and credit risk are a self-starter - you take initiative in spotting opportunities and finding ways to solve challenges with data
You have the ability to deal with ambiguity and competing objectives in a fast paced environment
You have extensive experience with Machine Learning tools - TensorFlow, Keras or PyTorch
You have 5+ years of experience in Machine Learning or Statistical Modelling. Strong in Python and bash.
You are experienced with big-data technologies such as Spark, SparkML, Hadoop etc. Strong knowledge of Cloud (AWS or other).
Familiarity with basic data table operations (SQL etc.), data transform in warehouse (dbt etc.) and business intelligence software's (eg. Looker)
You may also be experienced working for a Fintech or FCA regulated business
You may also have experience working in a Scale-Up.
About Tide?
We're the UK's leading provider of smart current accounts for sole traders and small companies. We're also on a mission to save business owners time and money on their banking and finance admin so they can get back to doing what they love - for too long, these customers have been under-served by the big banks.
Our offices are in London, UK, Sofia, Bulgaria and Hyderabad, India, where our teams are dedicated to our small business members, revolutionizing business banking for SMEs. We are also the leading provider of UK SME business accounts and one of the fastest-growing fintech's in the UK.
We're scaling at speed with a focus on hiring talented individuals with a growth mindset and ownership mentality, who are able to juggle multiple and sometimes changing priorities. Our values show our commitment to working as one team, working collaboratively to take action and deliver results. Member first, we are passionate about our members and put them first. We are data-driven, we make decisions, creating insight using data.
We're also one of LinkedIn's top 10 hottest UK companies to work for.
What you'll get in return:
Competitive salary
25 days holiday
Family medical Insurance
Life and Accidental insurance
Dental Benefit
We invest in your development with individual L&D
Flexible working options
Share Options
Here's what we think about diversity and inclusion…
We build our services for all types of small business owners. We aim to be as diverse as our members so we hire people from a variety of backgrounds. We're proud that our diversity not only reflects our multicultural society but that this breadth of experience makes us awesome at solving problems. Everyone here has a voice and you'll be able to make a difference. If you share our values and want to help small businesses, you'll make an amazing Tidean.",-1,Careers at Tide,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
Data Science Trainer,-1,"Trainers should train the students who want to become a Data Scientist.
Job Types: Full-time, Part-time
Pay: ₹300.00 - ₹1,000.00 per hour
Benefits:
Flexible schedule
Work from home
Schedule:
Day shift
Flexible shift
Supplemental Pay:
Overtime pay
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Yes, always",-1,Elan Academy,Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Analyst,-1,"Design solutions to drive safe living and quality of life
Roles and Responsibilities
Need to work on building, monitoring and optimization of dashboards in Tableau
Responsible in supporting Data & Analytics solutions by providing Interactive, web designs prototype to meet requirements. Participates in data model and database design reviews.
Should be flexible to work in different time zones to support user reporting requests and to work with cross functional teams.
Take a lead on high priority issues and bring them to the closure.
Should be working with Enterprise Architect Team and project teams on critical issues and deliverables.
Responsible for maintenance of supporting documents.
Server maintenance, monitoring and tracing
Must Have: -
Good experience in building, monitoring and optimizing performance of dashboard
Must have understanding on On-prem vs Cloud
Experience in creating ETL workflows using Alteryx, Tableau Prep, Paxata
Can build admin and user content
Should have good experience on Server maintenance and HTTP Cycle.
Strong understanding of Design Pattern and Data modelling concepts.
Should have good hands on experience in programming language and scripting.
Excellent communication skills and working directly with Business stakeholders.

Good To Have: -
Good to have knowledge on Postman, Fiddler and Procmon.
Exposure to cloud would be an advantage.
OOPS concepts
Good Hands on databases like MSSQL, PostgreSQL, MYSQL, Oracle, Hana.
Programming/Scripting knowledge
Building web application from scratch using DB design
Building and consuming REST API
End to end knowledge about server request-response model
Additional Information
JOB ID: HRD104109
Category: Information Technology
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt",3.7,"Honeywell
3.7",Bangalore,-1,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist,-1,"Mandatory Requirement
Education Qualification - Graduate/Post Graduation in Math/Statistics degree from IIT / Any equivalent institute only.
Experience - Overall 10+years IT experience, minimum of 3+years on Python Data Science.
We are looking for a Data Scientist with the skills to discover the actionable and valuable insights in vast amounts of data. Our customers are diverse and we seek Data Scientists who understand that the real challenge is to find the intersection between actual business problems and ML algorithms. Your primary focus will be on helping to identify business problems of high value that can be solved with data science. Your daily work will be applying ML techniques, performing statistical analysis, and building high-quality prediction systems in production environments.
You must be able to apply analytical, statistical, and programming skills to collect, analyze, and interpret large data sets and present the outcomes using various data visualization techniques apt for different kinds of stakeholders.
We have a preference for the Python Data Science stack, and experience and familiarity with one or more of the major cloud infrastructure providers.
· No Of Position – 2
· Experience – 10-15 Years
Skills Required
Key Skills - SQL, Python Data Science Stack (NumPy, SciPy, Pandas, Scikit-learn, Jupyter, IPython), Machine Learning and Statistics, Data Visualization, A/B Testing, Bandit problems, Recommendation systems, Reinforcement learning
Preferred Skills - Familiarity with ML and AI services on leading public cloud providers: Amazon SageMaker, Azure ML Studio / Azure ML Services, Google Cloud ML. Speech-to-text, Text-to-speech, Translation, Image/Video Processing, Chatbots
Roles & Responsibilities
Ability to work independently to apply technical skills to solve a business objective
Exploratory data analysis employing large data sets involving visualization and basic statistical techniques to develop intuitions and identify key variables in data science projects
Data extraction and joining data from multiple sources; SQL is a must; Python preferred
Strong familiarity and experience with Machine Learning algorithms; The Python Data Science stack is mandatory; Regression, Clustering, SVM, Decision Trees, DNNs, Recommendation Algorithms, etc.
Specific experience sought: real-world A/B testing, multi-armed bandit algorithms, causal inference
Ability to read and apply, with guidance, cutting edge Machine Learning research papers to solve business problems
Highly analytical with solid expertise in analysis, math, and statistics. Critical thinking, creativity, and problem-solving skills are essential for success in this role
Job Type: Full-time
Pay: ₹2,000,000.00 - ₹3,000,000.00 per year
Schedule:
Day shift
Flexible shift
Monday to Friday
Education:
Bachelor's (Required)
Experience:
Python Data Science: 3 years (Required)
Industry:
Information Design & Documentation
Work Remotely:
Yes, temporarily due to COVID-19",4.0,"Cambridge Technology Inc.
4.0",Bangalore,-1,1 to 50 Employees,2016,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
Data Scientist 1,-1,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: As a Senior Data Scientist at PayPal, you will apply your strategic and analytical skills to major company challenges. You will act as a business consultant to drive recommendations and implement solutions that ultimately impact the bottom line. And you will do it all by collaborating with a global team of colleagues across sales, operations, product, data science, and finance in an environment that values your insight, encourages you to take on new responsibility, promotes continuous learning, and rewards innovation.
Job Description:
Your Day-to-day Will Involve
Using modeling and analytics to understand how business decisions impact our bottom line. This may include assessing risks of new products, determining fraud policies, or identifying inefficiencies in existing operations.
Ensuring the team is delivering on our KPIs by using various data mining and data visualization tools to monitor portfolio performance and identify improvement opportunities
Developing hypotheses and set up your own problem frameworks to test for the best solutions. You will also scope the operational feasibility, lead implementation efforts, and monitor the success of your solutions.
Leveraging data analysis tools and technologies. For example, using machine learning to determine how we identify fraud.
Creating new solutions rooted in empathy and research that assist all customers as they work to better manage their finances.
Collaborating in a team environment. As part of our crew, you will learn to energetically rally diverse groups in pursuit of a common goal.

The Ideal Candidate Is
Innovative & Curious - You have the desire and ability to connect and empathize with our customers. You have an entrepreneurial spirit and get excited about creating new businesses and reinventing current ones. You ask why, explore, and bring your unique perspective to the table.
Analytical & Action-Oriented - You are data driven and outcome focused. You grow comfortable with ambiguity, fueled by a hunger to learn and constantly seeking out new challenges. You have a desire to take action, try new things, and sometimes fail. You persevere but know when to change course and are up for juggling multiple deliverables.
Collaborative & Team-Oriented - You always keep the people around you in the loop and are excited to communicate complex ideas clearly to make sure your co-workers understand the “why” behind their work and their key priorities.
Inclusive - You will empathize with those around you and care about their success, as you bring people together around what’s possible.

Basic Qualifications
Bachelor’s degree or higher in a quantitative field (Business, Math, Economics, Finance, Statistics, Science, Engineering)
At least 2 year of work experience in analysis or consulting
Experience with or willingness to learn tools such as SQL, R, Python, Tableau

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors, which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",3.8,"PayPal
3.8",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Junior Scientist,-1,"Canary Health Technologies’ builds cutting edge diagnostic sensors that help doctors recognize diseases earlier and help patients be healthier and happier.
We are looking for a Junior Scientist for our Bangalore unit to carry out research objectives that are outlined by the Lead Scientist/ Management. The Junior Research Scientist runs a particular portion of a lab to conduct sponsored research experiments. The ideal candidate will demonstrate in-depth knowledge and problem-solving skills.
Responsibilities:
Working as a part of the team in research laboratory and performing scientific research tasks requiring the application of standard techniques, procedures and criteria.
Setting up the laboratory and equipment’s ensuring proper care in the use and maintenance of equipment and supplies.
Planning and conducting test & experiments according to prescribed methods.
Recording, analysing data using existing tools & techniques, ensuring data integrity, quality control and protocol compliance.
Consult with researchers to analyse problems, recommend technology-based solutions
Analyse large molecular datasets, such as raw microarray data, genomic sequence data, or
proteomics data, Structure analysis of DNA and RNA and Visualization of data for research purposes.
· Literature reviews, Data mining, landscaping & writing reports and reviews.
Design Primers, peptides based on available tools.
Create novel computational approaches and analytics tools as required by research goals.
Supervising junior staff including laboratory technicians.
Ensuring that quality standards are met and developing original solutions to problems.
Liaising with research and production staff.
Keeping up to date with relevant scientific and technical developments and maintains knowledge with respect to relevant state-of-the-art technology.
Skills &Qualifications:
· M.tech/fresh Phd (Biotech, bioinformatics, molecular biology, medicinal biochemistry, Genetic engineering)
Ability to develop and follow research methodology and protocol.
Good hands on experience with molecular biology tools and techniques.
Knowledge of scientific approach and methodologies.
Knowledge of current technological developments/ trends in area of expertise.
Knowledge of scientific research principles, practices and protocols.
Ability to design, organize and coordinate scientific research projects.
Ability to read, understand, follow and enforce safety procedures.
Advanced user of Microsoft Excel and proficiency in other MS Office suite products, eg MS Word, MS Powerpoint.
Familiarity with data query/data management tools is desirable (Access, SQL, Business Objects).
Excellent communication skills in English, both written and spoken.
Self-starter, able to work independently.
Job Type: Full-time
Schedule:
Rotational shift
Experience:
molecular biology tools and techniques: 2 years (Required)
Education:
Doctorate (Required)
Location:
Bengaluru, Karnataka (Required)",-1,"BreathX Technologies Inc, ( Canary Health Technologies)",Bangalore,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Data Scientist II,-1,"Applies intermediate level of subject matter knowledge to solve a variety of common business issues. Works on problems of moderately complex scope. Acts as an informed team member providing analysis of information and limited project direction input. Exercises independent judgment within defined practices and procedures to determine appropriate action. Follows established guidelines and interprets policies. Evaluates unique circumstances and makes recommendations.
Responsibilities
Mines data using modern tools and programming languages.
Defines and implements models to uncover patterns and predictions creating business value and innovation.
Works with project team to understand problem statements, initiates and direction.
Tells stories with the data using visualization tools/methods to demonstrate insight impact.
Assures accuracy, integrity, and compliance of cleansed data.
Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
Collaborates and communicates with project team regarding project progress and issue resolution and suggests changes or improvements.
Knowledge & Skills
Using statistics, mathematics, algorithms and programming languages.
Ability to apply analytical and problem-solving skills.
Understanding of disparate unstructured and structured data in a distributed environment.
Solid grasp of structured and unstructured data and modern data transformation methodologies
Ability to create models to pull valuable insights from data.
Create stories and visualizations to describe and communicate data insights.
Strong analytical and problem-solving skills.
Creative.
Excellent written and verbal communication skills; mastery in English and local language.
Ability to effectively communicate data insights negotiate options.
Scope & Impact
Collaborates with peers, junior engineers, data scientists and project team.
Typically partners with high-level Individual Contributors and Managers.
Supports projects requiring data engineering solutions expertise.
Education & Experience
Bachelor's or Master's degree in Mathematics, Economics, Physics, Computer Science, or equivalent.
Typically 2-4 years’ experience including graduate or postgraduate research.",4.1,"HP
4.1",Bangalore,-1,10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Senior SQL Data Analyst,-1,"**We're DeepR Analytics (www.deepranalytics.com), a company based out of Toronto, Canada, that develops algorithmic trading solutions and products primarily focused on merging innovative trading algorithms with recent advances in machine learning algorithms such as deep learning and reinforced learning to automate trading and reap profits. Another major responsibility for this team is to conduct quantitative research on various trading & markets related topics in order to improve our algorithms.
Responsibilities:
You will be part of the Algorithm trading desk, and responsible for quantitative research and data analysis
Quantitative research would involve:
Querying historical high-frequency market data to identify price patterns
Applying numerical analyses to draw insights from real-time financial market data.
Identifying good quantitative trading strategies.
General technical and fundamental capital markets research.
Enhance the firm’s trading activities by reviewing and analyzing trade executions and reconciliations
Prepare performance sheets & reports
**
Perks & Benefits:
Cutting-edge work equipment.
Two-way free transportation
Health Insurance for self & family
Health and wellness benefits
**
Requirements
University degree/college diploma in Computer Science and experience in systems analysis, programming, and database experience with extensive business knowledge
Advanced knowledge of SQL with a minimum of 4 years of experience
Advanced knowledge of Presto for writing queries and procedures
Solid understanding of database design and development methodology, including query optimization
Understanding of relevant and emerging database technologies and tools
Visualization skills using Tableau
Hands-on experience with large scale data warehousing and analytics projects
Experience with implementing AWS services in a variety of distributed computing & enterprise environments.
Strong interest in financial markets
Understanding of market data
Passion for observing markets in real-time
Exceptional attention to detail and desire to understand issues deeply
Some experience in Python, R, is preferred and enthusiasm about learning these languages is required
Strong knowledge of excel
Strong English communication skills
Initiator and good leadership skills
Willing to work in the night shift: 6:30 PM to 3:00 AM
Strong pattern recognition skills, strong memory and attention to detail
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Experience:
work: 1 year (Required)
total work: 1 year (Required)
Education:
Bachelor's (Required)",4.9,"DeepR Analytics
4.9",Noida,-1,1 to 50 Employees,-1,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"JOB DESCRIPTION Roche is looking for a Data Scientist to join our Data Engineering and Artificial Intelligence team. We are looking for a Data Scientist who can use their Machine Learning, Deep Learning, Data Wrangling and Presentation skills to help deliver insights for our most difficult questions. You will work with the rest of the team to enable roche to continue its journey of data maturity, delivering outputs while educating others. You will be helping to solve some of the biggest question at Roche and for healthcare in general. Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Data Scientist in our company. POSITION OBJECTIVES:  Apply machine learning, deep learning and other advanced techniques while performing Data Analysis engagements. This is against structured and un-structured data sets, at small and large scale.  Independently perform complex analysis using modern Data Science techniques against structured or unstructured data to generate insights.  Provide mentorship to other Data Engineers, Data Scientists and Data Specialists across R&D and Vaccines at Takeda as we elevate our data IQ across the organization.  Deliver critical analysis against Roches toughest data problems to give us critical insight to the organizations largest questions. POSITION ACCOUNTABILITIES:  Perform machine learning, deep learning and other advanced data techniques at a level of quality that can be defended to peers across organizations.  Introduce novel and state-of-the-art computational techniques to other teams and scientists to improve capabilities for data analysis with the purpose of deriving better insights from available datasets.  Understanding and usage of different Supervised and Unsupervised learning techniques, their biases, how and when to apply them and which methods are the best for a particular analysis.  Ability to wrangle raw data sets into a format that can have advanced methods applied against the resulting data.  Work independently to solve difficult technology and data problems.  Demonstrate usage of advanced tooling and techniques to other technical organizations throughout the company. EDUCATION, BEHAVIORAL COMPETENCIES AND SKILLS: Required  Bachelor,Masters Degree or PhD in Computer Science, Data Science or equivalent  1-3+ years experience or a PhD and relevant project / coursework  Expertise with the Application of Machine Learning and / or Deep Learning  Up-to-date knowledge of data wrangling and analysis technologies  Experience with Spark  Ability to manipulate voluminous data with different degree of structuring across disparate sources to build and communicate actionable insights for internal or external parties  Possesses strong personal skills to portray information  Ability to work in an agile and rapid changing environment with high quality deliverables  Experience with two of the following languages: Python, R, Java or Scala  Experience with deep learning frameworks: TensorFlow, MX Net  Working knowledge of SQL and NoSQL datastores Preferred  Experience in a scientific environment  Experience with Reinforcement Learning  Spss WHAT Roche CAN OFFER YOU:  401(k) with company match and Annual Retirement Contribution Plan  Health & Wellness programs including onsite flu shots and health screenings  Generous time off for vacation and the option to purchase additional vacation days  Community Outreach Programs
Job Types: Full-time, Volunteer
Salary: From ₹650,000.00 per year
Benefits:
Cell phone reimbursement
Health insurance
Internet reimbursement
Life insurance
Schedule:
Day shift
Supplemental Pay:
Commission pay
Joining bonus
Overtime pay
Performance bonus
Quarterly bonus
Shift allowance
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes, temporarily due to COVID-19",4.2,"Roche Pharmaceuticals
4.2",Mumbai,-1,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
